text,label
麻烦启动餐厅里面的风扇,1
帮我关书房风扇,1
我想打开客厅窗帘,1
请关掉餐厅空调,1
客厅的灯启动一下,1
卫生间的热水器打开一下,1
客厅的空调启动一下,1
麻烦打开卫生间里面的灯,1
把客厅风扇打开,1
你好打开音乐软件,0
现在请关闭书房风扇,1
现在帮我开客厅风扇,1
把卧室空调开启,1
麻烦关闭客厅里面的风扇,1
请问计算一下一百乘以二十三,0
把书房窗帘启动,1
厨房的油烟机关掉一下,1
帮我搜索人工智能的发展历史,0
麻烦帮我关厨房里面的灯,1
现在请关闭客厅风扇,1
帮我启动卫生间的排风扇,1
我想打开阳台窗帘,1
现在开启书房窗帘,1
卫生间的灯关掉一下,1
你好关闭微信,0
帮我帮我关阳台的灯,1
把餐厅风扇打开,1
帮我请关闭餐厅的空调,1
计算一下一百乘以二十三,0
我想关掉书房灯,1
我想停止卫生间排风扇,1
帮我关客厅电视,1
现在关掉书房风扇,1
关掉厨房热水器,1
启动原神,0
帮我请关闭厨房的油烟机,1
客厅的电视关闭一下,1
帮我启动卫生间的热水器,1
启动卧室空调,1
把卧室灯打开,1
餐厅的风扇打开一下,1
我想帮我开书房窗帘,1
你好今天天气怎么样,0
提醒我晚上写作业,0
麻烦开启客厅里面的灯,1
启动客厅空调,1
帮我打开卧室的风扇,1
我想请关闭阳台窗帘,1
书房的窗帘关掉一下,1
麻烦关闭卧室里面的空调,1
我想请打开厨房油烟机,1
我想打开卧室空调,1
把客厅电视请打开,1
你好搜索人工智能的发展历史,0
麻烦启动书房里面的灯,1
帮我关书房窗帘,1
帮我关掉厨房的油烟机,1
帮我关掉客厅的风扇,1
请打开厨房热水器,1
请关闭卧室风扇,1
帮我打开书房的风扇,1
麻烦帮我关阳台里面的窗帘,1
现在打开卫生间排风扇,1
把厨房灯打开,1
把书房空调停止,1
麻烦帮我开阳台里面的窗帘,1
麻烦帮我关餐厅里面的空调,1
麻烦开启厨房里面的热水器,1
现在帮我开客厅窗帘,1
请打开卫生间灯,1
客厅的空调帮我关一下,1
小助手启动原神,0
把餐厅空调打开,1
卧室的窗帘请关闭一下,1
麻烦你关闭网页,0
现在启动餐厅空调,1
请关掉厨房热水器,1
把卧室风扇关掉,1
请打开卧室风扇,1
帮我我要玩原神,0
现在帮我关书房空调,1
现在关掉客厅灯,1
你好我想玩游戏,0
打开书房灯,1
帮我翻译这句话,0
打开阳台灯,1
打开阳台窗帘,1
现在打开餐厅灯,1
现在打开卧室窗帘,1
餐厅的灯关掉一下,1
帮我停止卫生间的热水器,1
我想关掉餐厅空调,1
帮我请关闭客厅的窗帘,1
麻烦打开卫生间里面的排风扇,1
把书房灯请打开,1
客厅的灯关闭一下,1
麻烦请打开书房里面的窗帘,1
麻烦帮我关客厅里面的风扇,1
请关掉卧室灯,1
帮我请打开书房的窗帘,1
我想开启阳台灯,1
卧室的窗帘打开一下,1
帮我开启卫生间的灯,1
我想关闭餐厅灯,1
把厨房油烟机帮我开,1
帮我请关闭卫生间的热水器,1
请问运行这个软件,0
我想请打开书房灯,1
我想启动客厅电视,1
我想帮我开餐厅空调,1
麻烦关掉卧室里面的空调,1
把书房灯打开,1
现在请关闭书房灯,1
请打开厨房灯,1
我想关闭卧室窗帘,1
小助手打开音乐软件,0
请关闭书房窗帘,1
把书房风扇关掉,1
帮我请关闭书房的空调,1
帮我请打开书房的空调,1
把卧室窗帘关掉,1
客厅的电视打开一下,1
把书房空调关掉,1
帮我停止书房的灯,1
帮我关掉书房的窗帘,1
书房的窗帘关闭一下,1
帮我打开客厅的空调,1
把厨房油烟机开启,1
把阳台窗帘开启,1
现在关掉卧室窗帘,1
请启动卫生间排风扇,1
书房的灯启动一下,1
请开启厨房灯,1
停止卧室空调,1
请打开客厅电视,1
帮我开餐厅灯,1
关闭卧室风扇,1
停止厨房灯,1
现在启动卧室窗帘,1
麻烦帮我关卧室里面的风扇,1
把客厅风扇请关闭,1
我想关掉厨房灯,1
启动厨房灯,1
关掉客厅风扇,1
帮我帮我关厨房的热水器,1
帮我关掉阳台的灯,1
把餐厅风扇关掉,1
小助手提醒我晚上写作业,0
把厨房油烟机帮我关,1
请帮我关书房灯,1
我想请关闭餐厅灯,1
关闭餐厅风扇,1
我想开启阳台窗帘,1
请关掉书房风扇,1
把厨房热水器停止,1
把卧室灯请关闭,1
餐厅的风扇请打开一下,1
现在请打开客厅空调,1
麻烦开启客厅里面的窗帘,1
书房的风扇关掉一下,1
客厅的空调停止一下,1
现在关闭客厅空调,1
把餐厅空调开启,1
我想打开厨房油烟机,1
现在启动卫生间热水器,1
请关闭餐厅风扇,1
现在关闭卧室风扇,1
阳台的窗帘关掉一下,1
书房的空调关掉一下,1
麻烦开启餐厅里面的灯,1
查询一下附近的电影院,0
麻烦关掉阳台里面的灯,1
把厨房热水器开启,1
关掉客厅灯,1
麻烦开启卫生间里面的热水器,1
麻烦停止厨房里面的油烟机,1
厨房的灯关掉一下,1
麻烦帮我开客厅里面的电视,1
把厨房油烟机关掉,1
阳台的灯请打开一下,1
现在关闭厨房灯,1
麻烦关掉书房里面的风扇,1
我想看电影,0
麻烦关掉书房里面的灯,1
麻烦请关闭卫生间里面的排风扇,1
请帮我开餐厅风扇,1
麻烦关掉书房里面的窗帘,1
把客厅空调开启,1
麻烦关掉卧室里面的灯,1
你好我想看电影,0
我想请打开餐厅风扇,1
麻烦请关闭卧室里面的空调,1
麻烦打开卧室里面的灯,1
卧室的窗帘关掉一下,1
现在帮我开客厅灯,1
书房的灯帮我开一下,1
现在关闭书房空调,1
帮我请打开客厅的电视,1
客厅的窗帘停止一下,1
我想打开餐厅空调,1
开启餐厅空调,1
请帮我关客厅电视,1
麻烦你打开文件夹,0
麻烦请关闭卧室里面的灯,1
现在停止书房风扇,1
现在开启客厅窗帘,1
请打开餐厅空调,1
客厅的风扇关掉一下,1
帮我关餐厅空调,1
你好导航去学校,0
请请打开餐厅风扇,1
关闭餐厅灯,1
停止书房窗帘,1
我想请打开客厅风扇,1
我想打开卫生间灯,1
帮我停止客厅的电视,1
把餐厅空调打开,1
把卧室窗帘开启,1
麻烦打开客厅里面的空调,1
把客厅灯打开,1
我要玩原神,0
书房的空调关闭一下,1
帮我打开浏览器,0
请关掉客厅电视,1
我想打开客厅风扇,1
麻烦请打开书房里面的灯,1
餐厅的灯请关闭一下,1
我想帮我开客厅空调,1
请打开卫生间排风扇,1
关掉书房空调,1
请关闭卧室窗帘,1
餐厅的空调请关闭一下,1
现在停止卧室窗帘,1
把卧室灯打开,1
现在打开厨房灯,1
请关闭卫生间排风扇,1
我想打开餐厅空调,1
帮我关闭阳台的灯,1
把客厅灯停止,1
请请关闭书房风扇,1
请停止书房灯,1
我想帮我开书房灯,1
请开启客厅电视,1
现在请打开书房灯,1
帮我请关闭卫生间的排风扇,1
请关掉阳台灯,1
我想关掉阳台窗帘,1
请关闭厨房热水器,1
麻烦请关闭卧室里面的窗帘,1
我想关闭餐厅空调,1
把卧室风扇帮我开,1
阳台的窗帘关闭一下,1
我想打开厨房热水器,1
帮我我想看电影,0
麻烦打开客厅里面的电视,1
现在打开书房空调,1
帮我关餐厅风扇,1
麻烦打开卧室里面的空调,1
我想帮我关客厅灯,1
我想关掉客厅灯,1
把餐厅空调帮我开,1
现在打开客厅电视,1
请打开书房空调,1
把卫生间排风扇打开,1
现在请关闭厨房灯,1
帮我请打开客厅的空调,1
现在关闭书房风扇,1
阳台的灯帮我关一下,1
麻烦关掉卧室里面的空调,1
厨房的热水器关掉一下,1
把客厅灯关闭,1
厨房的油烟机打开一下,1
帮我关闭原神,0
我想请关闭阳台灯,1
关掉卧室窗帘,1
书房的灯打开一下,1
卫生间的灯打开一下,1
请问关闭微信,0
请请关闭卧室窗帘,1
把书房空调开启,1
客厅的电视关掉一下,1
请打开厨房热水器,1
书房的风扇请关闭一下,1
我想停止书房灯,1
打开卧室风扇,1
把卫生间热水器关掉,1
请关掉餐厅灯,1
帮我关掉餐厅的空调,1
卧室的风扇打开一下,1
麻烦打开书房里面的窗帘,1
打开客厅窗帘,1
请关掉客厅空调,1
帮我关书房空调,1
帮我关掉书房的空调,1
卫生间的排风扇帮我关一下,1
卫生间的排风扇启动一下,1
请问打开文件夹,0
现在打开卧室灯,1
关闭客厅窗帘,1
餐厅的风扇启动一下,1
把厨房油烟机停止,1
停止书房风扇,1
卧室的窗帘帮我关一下,1
把阳台窗帘帮我开,1
现在帮我关客厅电视,1
把客厅风扇帮我开,1
麻烦停止客厅里面的窗帘,1
我想关闭书房灯,1
把阳台窗帘打开,1
把餐厅空调启动,1
关掉客厅空调,1
客厅的电视帮我关一下,1
把卧室窗帘帮我关,1
请请打开卫生间灯,1
我想停止客厅灯,1
现在帮我关书房窗帘,1
关掉卧室空调,1
请关闭客厅灯,1
帮我帮我开餐厅的空调,1
现在打开客厅电视,1
停止餐厅风扇,1
餐厅的风扇帮我关一下,1
帮我请打开卧室的灯,1
我想请打开书房窗帘,1
客厅的风扇打开一下,1
麻烦关闭卫生间里面的热水器,1
停止客厅风扇,1
帮我关闭卧室的窗帘,1
我想关掉阳台灯,1
麻烦请关闭客厅里面的风扇,1
请开启卧室空调,1
帮我关掉厨房的油烟机,1
把阳台窗帘请打开,1
把餐厅灯请关闭,1
把卫生间排风扇请打开,1
启动客厅灯,1
请请关闭卧室灯,1
请打开卧室风扇,1
我想打开客厅灯,1
你好打开学习通,0
卧室的空调帮我开一下,1
帮我帮我开卫生间的灯,1
麻烦关掉卧室里面的窗帘,1
打开餐厅灯,1
卧室的风扇开启一下,1
卧室的灯打开一下,1
请帮我开客厅电视,1
厨房的油烟机帮我开一下,1
导航去学校,0
麻烦启动客厅里面的风扇,1
请打开卧室空调,1
麻烦帮我关书房里面的灯,1
麻烦关闭书房里面的空调,1
我想打开厨房灯,1
我想关掉卫生间热水器,1
我想请打开卧室空调,1
把卫生间灯关闭,1
把卧室窗帘请打开,1
打开厨房灯,1
把书房窗帘停止,1
把客厅窗帘请打开,1
麻烦关掉厨房里面的热水器,1
我想开启餐厅灯,1
帮我关闭餐厅的风扇,1
把客厅灯启动,1
明天早上七点叫我起床,0
现在关掉阳台窗帘,1
打开卧室灯,1
麻烦请关闭书房里面的窗帘,1
请关闭厨房灯,1
把客厅风扇关掉,1
客厅的窗帘打开一下,1
请打开卫生间灯,1
把厨房油烟机关掉,1
卧室的灯开启一下,1
卫生间的热水器启动一下,1
麻烦开启卧室里面的风扇,1
请请打开书房窗帘,1
帮我停止客厅的空调,1
帮我启动餐厅的灯,1
我想关掉客厅窗帘,1
请关闭客厅窗帘,1
关掉阳台灯,1
把书房空调启动,1
我想打开书房风扇,1
我想启动卧室灯,1
麻烦帮我关餐厅里面的灯,1
请启动厨房灯,1
麻烦关掉卧室里面的窗帘,1
现在帮我关餐厅空调,1
帮我开卧室空调,1
请启动客厅空调,1
关掉卧室空调,1
现在关掉客厅灯,1
麻烦你今天有什么新闻,0
卧室的空调请打开一下,1
我想关闭客厅窗帘,1
我想打开厨房灯,1
请关掉卫生间排风扇,1
帮我关闭卫生间的热水器,1
帮我开启客厅的电视,1
帮我开厨房灯,1
帮我关掉客厅的空调,1
麻烦请打开餐厅里面的风扇,1
我想开启卧室空调,1
请停止餐厅空调,1
帮我讲一个笑话,0
打开卧室灯,1
现在启动阳台窗帘,1
启动卫生间热水器,1
帮我帮我关客厅的灯,1
我想关闭厨房热水器,1
把阳台窗帘请关闭,1
把卫生间热水器请打开,1
帮我关卧室空调,1
我想请打开餐厅空调,1
请帮我关餐厅空调,1
卫生间的排风扇请打开一下,1
打开卧室窗帘,1
现在关掉书房空调,1
请请关闭卫生间热水器,1
帮我启动Python程序,0
请帮我关卫生间排风扇,1
请问关闭浏览器,0
卧室的窗帘启动一下,1
麻烦打开餐厅里面的风扇,1
请关闭书房窗帘,1
我想启动书房窗帘,1
我想帮我开客厅窗帘,1
我想关掉卫生间热水器,1
麻烦停止卧室里面的风扇,1
麻烦打开客厅里面的窗帘,1
麻烦帮我开客厅里面的灯,1
关闭书房灯,1
厨房的热水器启动一下,1
我想开启客厅电视,1
厨房的灯请打开一下,1
请开启书房风扇,1
麻烦打开卧室里面的窗帘,1
关掉卫生间灯,1
我想启动餐厅风扇,1
关掉书房窗帘,1
餐厅的空调请打开一下,1
帮我启动书房的空调,1
麻烦启动客厅里面的窗帘,1
麻烦请关闭卫生间里面的热水器,1
帮我关闭书房的风扇,1
现在启动卧室风扇,1
我想开启卧室风扇,1
请问我想学习Python编程,0
麻烦你播放一首周杰伦的歌,0
请问帮我查一下快递,0
帮我关掉客厅的灯,1
帮我帮我关卧室的风扇,1
今天天气怎么样,0
麻烦你帮我打开原神,0
把卫生间灯启动,1
帮我开启卧室的灯,1
小助手播放一首周杰伦的歌,0
请问打开游戏,0
把卧室空调请关闭,1
把餐厅风扇请关闭,1
我想打开卧室风扇,1
打开餐厅灯,1
请帮我关餐厅风扇,1
开启卧室窗帘,1
请请打开卧室窗帘,1
请启动书房风扇,1
麻烦打开厨房里面的热水器,1
请问附近有什么好吃的,0
启动客厅窗帘,1
帮我请关闭餐厅的灯,1
麻烦打开卫生间里面的排风扇,1
把卫生间灯请打开,1
帮我关闭书房的空调,1
把餐厅灯打开,1
麻烦打开书房里面的窗帘,1
请启动书房窗帘,1
把卧室灯停止,1
麻烦帮我关厨房里面的油烟机,1
帮我开卧室窗帘,1
餐厅的灯帮我开一下,1
麻烦打开阳台里面的灯,1
现在打开客厅空调,1
麻烦请关闭客厅里面的电视,1
请关闭厨房油烟机,1
把卫生间灯帮我关,1
现在打开客厅风扇,1
麻烦开启餐厅里面的空调,1
开启客厅窗帘,1
书房的灯停止一下,1
麻烦停止厨房里面的灯,1
阳台的灯打开一下,1
麻烦打开厨房里面的油烟机,1
我想帮我开厨房油烟机,1
请请关闭卧室风扇,1
麻烦帮我关卧室里面的灯,1
我想打开书房灯,1
请请关闭厨房油烟机,1
卧室的空调启动一下,1
把书房灯帮我开,1
麻烦你打开浏览器,0
把客厅窗帘帮我开,1
现在请关闭书房空调,1
帮我帮我订一份外卖,0
请问播放一首周杰伦的歌,0
帮我请关闭餐厅的风扇,1
帮我请打开餐厅的空调,1
关掉书房风扇,1
把卧室风扇停止,1
把厨房热水器帮我关,1
请打开书房风扇,1
帮我关厨房热水器,1
餐厅的风扇帮我开一下,1
我想请打开客厅窗帘,1
书房的灯开启一下,1
请开启卧室灯,1
现在关掉卫生间灯,1
请打开卫生间热水器,1
现在帮我关阳台窗帘,1
帮我启动原神,0
请打开厨房油烟机,1
现在请关闭卫生间排风扇,1
帮我请打开厨房的灯,1
卧室的空调开启一下,1
我想帮我关客厅电视,1
餐厅的灯打开一下,1
我想关掉餐厅灯,1
请打开客厅风扇,1
把书房窗帘帮我关,1
把餐厅灯帮我关,1
你好帮我翻译这句话,0
麻烦你启动Python程序,0
把卫生间热水器帮我开,1
我想停止卧室窗帘,1
请关闭餐厅灯,1
打开客厅风扇,1
我想关掉书房窗帘,1
现在帮我关卧室风扇,1
请请关闭厨房灯,1
请帮我开餐厅灯,1
请打开卫生间排风扇,1
帮我关闭电脑,0
厨房的油烟机关掉一下,1
把卧室风扇关掉,1
小助手打开文件夹,0
现在请关闭卧室空调,1
帮我请打开阳台的窗帘,1
请请关闭餐厅风扇,1
麻烦开启餐厅里面的风扇,1
我想打开阳台窗帘,1
把客厅灯帮我关,1
你好附近有什么好吃的,0
请开启阳台灯,1
把餐厅空调关闭,1
帮我开启书房的窗帘,1
现在关闭厨房油烟机,1
我想帮我关卫生间排风扇,1
把卧室风扇帮我关,1
把卧室窗帘打开,1
帮我打开客厅的窗帘,1
现在启动客厅电视,1
请关掉餐厅灯,1
帮我请关闭卧室的空调,1
请开启卧室窗帘,1
把阳台窗帘停止,1
我想开启餐厅空调,1
书房的窗帘开启一下,1
请关掉客厅空调,1
我想停止书房窗帘,1
我想关闭卫生间热水器,1
请启动阳台灯,1
现在打开卫生间灯,1
把客厅窗帘请关闭,1
现在请打开阳台窗帘,1
帮我打开厨房的灯,1
我想启动阳台窗帘,1
现在打开厨房热水器,1
现在帮我开阳台窗帘,1
现在停止客厅窗帘,1
我想开启书房空调,1
请开启餐厅空调,1
把阳台窗帘启动,1
我想帮我开卫生间灯,1
麻烦停止卧室里面的灯,1
请打开卫生间排风扇,1
麻烦停止餐厅里面的空调,1
请打开客厅灯,1
帮我停止下载任务,0
请帮我开卫生间灯,1
我想请打开卫生间排风扇,1
我想请关闭客厅风扇,1
帮我给妈妈打电话,0
请请关闭阳台灯,1
请打开卧室灯,1
我想请关闭卫生间灯,1
小助手帮我打开原神,0
帮我关掉阳台的窗帘,1
我想启动厨房灯,1
帮我请关闭客厅的灯,1
帮我关卫生间灯,1
我想停止客厅空调,1
把餐厅灯停止,1
把厨房油烟机关闭,1
麻烦你查询一下附近的电影院,0
停止厨房油烟机,1
卧室的灯帮我关一下,1
关掉卧室风扇,1
帮我关掉卫生间的排风扇,1
请关掉书房窗帘,1
请停止卫生间排风扇,1
麻烦关掉厨房里面的灯,1
现在关掉客厅电视,1
你好查询一下附近的电影院,0
麻烦开启卧室里面的空调,1
卫生间的灯开启一下,1
书房的灯关掉一下,1
请停止卫生间灯,1
卧室的空调关闭一下,1
把客厅窗帘关闭,1
麻烦你帮我查一下快递,0
请关闭客厅空调,1
把客厅窗帘打开,1
停止卧室灯,1
书房的窗帘关掉一下,1
现在打开阳台灯,1
我想帮我关客厅风扇,1
我想帮我开餐厅风扇,1
把客厅电视打开,1
你好现在几点了,0
客厅的风扇启动一下,1
请关闭阳台灯,1
麻烦开启书房里面的风扇,1
请打开卫生间热水器,1
请问现在几点了,0
书房的空调帮我关一下,1
把书房窗帘帮我开,1
现在关掉客厅风扇,1
麻烦关掉卫生间里面的排风扇,1
帮我关闭客厅的空调,1
我想请打开书房风扇,1
麻烦你关闭原神,0
把阳台灯打开,1
麻烦打开书房里面的灯,1
现在开启卧室空调,1
请关掉客厅风扇,1
请停止客厅灯,1
我想启动卧室空调,1
关掉餐厅灯,1
停止卫生间灯,1
把卫生间排风扇停止,1
把书房窗帘打开,1
帮我停止餐厅的风扇,1
客厅的灯打开一下,1
请打开客厅窗帘,1
帮我关掉客厅的空调,1
请帮我关厨房热水器,1
把客厅窗帘停止,1
帮我查询一下附近的电影院,0
帮我请打开客厅的窗帘,1
现在停止客厅空调,1
请帮我开餐厅空调,1
小助手关闭游戏,0
关闭客厅风扇,1
帮我请打开卫生间的热水器,1
帮我打开客厅的风扇,1
请帮我开书房空调,1
把客厅电视开启,1
把书房灯帮我关,1
打开卫生间热水器,1
把客厅空调帮我开,1
麻烦请关闭餐厅里面的灯,1
我想开启卫生间灯,1
请打开餐厅灯,1
现在开启厨房灯,1
卫生间的灯关闭一下,1
请打开卧室空调,1
请打开厨房灯,1
请关掉厨房灯,1
请帮我关餐厅灯,1
现在开启厨房热水器,1
我想关闭书房空调,1
现在帮我关客厅风扇,1
餐厅的空调启动一下,1
把书房空调请关闭,1
请关闭书房风扇,1
帮我关掉卫生间的灯,1
我想请关闭卧室风扇,1
书房的空调帮我开一下,1
现在请关闭厨房热水器,1
请关闭客厅电视,1
我想帮我开卧室灯,1
现在帮我关客厅空调,1
现在打开卧室空调,1
打开卫生间灯,1
书房的窗帘帮我开一下,1
帮我启动客厅的窗帘,1
现在启动客厅窗帘,1
客厅的空调开启一下,1
卫生间的排风扇关掉一下,1
帮我打开卫生间的热水器,1
卫生间的灯帮我开一下,1
麻烦关闭客厅里面的空调,1
麻烦打开厨房里面的油烟机,1
我想关闭卧室风扇,1
客厅的空调请打开一下,1
小助手关闭原神,0
帮我打开客厅的电视,1
请启动厨房油烟机,1
卧室的灯请打开一下,1
帮我开启客厅的空调,1
帮我关掉客厅的窗帘,1
帮我打开餐厅的空调,1
麻烦你打开微信,0
你好打开文件夹,0
帮我打开厨房的油烟机,1
现在打开卧室空调,1
你好打开浏览器,0
我想打开阳台灯,1
请启动客厅电视,1
我想关掉书房风扇,1
书房的空调打开一下,1
请关掉卫生间热水器,1
帮我开启阳台的窗帘,1
我想请关闭卫生间排风扇,1
现在启动卧室空调,1
书房的风扇打开一下,1
麻烦开启客厅里面的空调,1
客厅的灯关掉一下,1
帮我请关闭卧室的灯,1
把客厅电视停止,1
麻烦打开餐厅里面的灯,1
请开启书房灯,1
我想帮我开客厅灯,1
把卧室空调打开,1
麻烦帮我关客厅里面的窗帘,1
把卧室窗帘停止,1
帮我请关闭客厅的风扇,1
小助手我想看电影,0
打开游戏,0
餐厅的灯启动一下,1
请关闭餐厅风扇,1
把卧室空调打开,1
运行这个软件,0
请启动厨房热水器,1
帮我我想学习Python编程,0
麻烦关闭卫生间里面的灯,1
麻烦停止阳台里面的窗帘,1
我想请打开餐厅灯,1
麻烦帮我开厨房里面的油烟机,1
请打开餐厅风扇,1
把客厅风扇关掉,1
开启客厅风扇,1
麻烦你计算一下一百乘以二十三,0
卫生间的排风扇停止一下,1
帮我开书房空调,1
帮我打开厨房的热水器,1
帮我请关闭书房的灯,1
我想关闭客厅电视,1
帮我打开餐厅的风扇,1
请开启客厅风扇,1
书房的灯请打开一下,1
请关掉阳台灯,1
帮我关闭这个窗口,0
请请打开卧室灯,1
请关闭书房风扇,1
请帮我关卧室灯,1
帮我停止厨房的灯,1
麻烦关掉卫生间里面的排风扇,1
我想打开餐厅灯,1
把餐厅灯帮我开,1
麻烦停止厨房里面的热水器,1
麻烦请关闭书房里面的灯,1
麻烦打开厨房里面的灯,1
请打开卧室窗帘,1
现在打开餐厅空调,1
启动餐厅风扇,1
开启阳台窗帘,1
麻烦关掉阳台里面的灯,1
麻烦请打开卫生间里面的灯,1
麻烦开启卫生间里面的排风扇,1
把卧室空调关闭,1
请启动卧室灯,1
帮我关卫生间排风扇,1
帮我关阳台窗帘,1
客厅的风扇停止一下,1
请帮我开卧室空调,1
现在关掉客厅空调,1
把客厅灯请打开,1
麻烦请关闭书房里面的空调,1
厨房的灯关闭一下,1
厨房的油烟机打开一下,1
帮我启动书房的灯,1
请帮我关卫生间热水器,1
麻烦开启厨房里面的油烟机,1
你好我要玩原神,0
我想开启卧室灯,1
餐厅的空调开启一下,1
帮我请关闭厨房的热水器,1
我想打开餐厅风扇,1
停止卧室风扇,1
请请打开书房灯,1
现在开启卧室灯,1
麻烦帮我关客厅里面的空调,1
麻烦打开客厅里面的风扇,1
请打开厨房热水器,1
我想启动客厅灯,1
你好我想学习Python编程,0
卧室的灯请关闭一下,1
请打开餐厅空调,1
我想关掉卫生间排风扇,1
我想停止卫生间灯,1
请帮我关书房风扇,1
我想关掉卧室灯,1
帮我帮我开卧室的窗帘,1
帮我关闭卧室的灯,1
帮我打开书房的窗帘,1
现在关闭卧室窗帘,1
请关闭客厅风扇,1
现在请打开厨房油烟机,1
请关闭阳台窗帘,1
请请关闭餐厅空调,1
现在开启书房风扇,1
帮我关闭餐厅的灯,1
请关掉客厅灯,1
我想帮我关阳台窗帘,1
麻烦请打开阳台里面的窗帘,1
帮我开卫生间排风扇,1
帮我打开卫生间的热水器,1
请打开餐厅风扇,1
麻烦请关闭厨房里面的灯,1
打开书房空调,1
把卧室灯启动,1
把厨房灯关掉,1
书房的风扇帮我关一下,1
你好明天早上七点叫我起床,0
帮我帮我翻译这句话,0
请问帮我打开浏览器,0
现在启动卧室灯,1
启动书房风扇,1
我想请关闭卧室空调,1
卧室的灯停止一下,1
卫生间的灯关掉一下,1
帮我关掉书房的灯,1
把书房窗帘关掉,1
请关闭阳台窗帘,1
把阳台窗帘打开,1
现在帮我开厨房油烟机,1
请关闭书房空调,1
把阳台窗帘关掉,1
麻烦启动书房里面的窗帘,1
卫生间的热水器开启一下,1
帮我帮我关卧室的灯,1
我想请关闭卫生间热水器,1
请停止餐厅风扇,1
现在关掉书房灯,1
帮我关客厅窗帘,1
我想关掉餐厅风扇,1
帮我帮我开客厅的窗帘,1
现在请关闭餐厅空调,1
厨房的灯帮我关一下,1
麻烦关掉餐厅里面的灯,1
帮我打开阳台的灯,1
卫生间的热水器关闭一下,1
卧室的窗帘停止一下,1
麻烦启动厨房里面的灯,1
帮我开客厅电视,1
小助手附近有什么好吃的,0
我想关闭书房窗帘,1
我想启动餐厅灯,1
把书房风扇开启,1
帮我帮我开客厅的灯,1
请帮我开卧室窗帘,1
现在帮我关卫生间热水器,1
我想帮我关厨房油烟机,1
客厅的空调打开一下,1
现在请关闭卧室窗帘,1
请开启卫生间排风扇,1
现在关闭阳台窗帘,1
把厨房热水器请打开,1
麻烦请打开卧室里面的窗帘,1
我想请关闭客厅灯,1
请停止书房空调,1
麻烦打开卫生间里面的灯,1
现在关掉书房空调,1
麻烦关闭客厅里面的电视,1
你好启动原神,0
卫生间的灯帮我关一下,1
帮我关掉卫生间的排风扇,1
我想停止餐厅灯,1
把餐厅灯请打开,1
现在打开书房空调,1
把卫生间排风扇请关闭,1
把餐厅风扇启动,1
现在关掉餐厅灯,1
帮我打开餐厅的空调,1
书房的窗帘停止一下,1
现在停止卫生间排风扇,1
我想关掉阳台窗帘,1
把客厅空调关掉,1
现在启动客厅风扇,1
帮我开书房灯,1
我想打开卧室风扇,1
打开卧室风扇,1
把阳台灯请打开,1
把卫生间排风扇打开,1
帮我开启餐厅的灯,1
现在关掉卧室空调,1
帮我停止餐厅的灯,1
我想关闭客厅灯,1
小助手给妈妈打电话,0
关闭原神,0
卧室的空调关掉一下,1
现在停止餐厅风扇,1
书房的窗帘打开一下,1
关掉书房空调,1
现在打开阳台窗帘,1
麻烦帮我开书房里面的灯,1
小助手启动Python程序,0
把卫生间灯关掉,1
关掉卫生间灯,1
麻烦关闭客厅里面的窗帘,1
把卧室窗帘请关闭,1
请请打开书房空调,1
我想打开卧室灯,1
帮我停止餐厅的空调,1
小助手帮我查一下快递,0
现在关掉客厅风扇,1
把阳台窗帘关掉,1
麻烦请关闭餐厅里面的风扇,1
把卫生间排风扇帮我开,1
把餐厅空调请关闭,1
请停止客厅电视,1
开启卧室灯,1
帮我开客厅窗帘,1
帮我开卫生间热水器,1
帮我打开客厅的灯,1
请问今天适合跑步吗,0
帮我开客厅风扇,1
请帮我开卧室灯,1
麻烦关掉客厅里面的灯,1
开启书房空调,1
请请关闭客厅灯,1
现在请关闭卫生间热水器,1
帮我订一份外卖,0
我想打开客厅空调,1
把卫生间热水器请关闭,1
把客厅风扇帮我关,1
我想打开卧室窗帘,1
请开启客厅空调,1
关闭厨房热水器,1
现在关掉书房灯,1
麻烦打开餐厅里面的风扇,1
把餐厅风扇帮我关,1
麻烦停止客厅里面的空调,1
书房的窗帘帮我关一下,1
我想请打开卧室灯,1
麻烦关掉卧室里面的风扇,1
麻烦停止书房里面的窗帘,1
我想帮我开阳台窗帘,1
我想打开书房空调,1
帮我关掉卧室的灯,1
麻烦打开阳台里面的窗帘,1
我想打开餐厅灯,1
现在启动书房空调,1
把卧室窗帘启动,1
小助手帮我打开浏览器,0
把厨房灯停止,1
帮我关闭客厅的风扇,1
现在关掉卧室空调,1
开启卧室风扇,1
我想关闭卧室灯,1
帮我附近有什么好吃的,0
请问打开学习通,0
帮我请关闭厨房的灯,1
麻烦打开书房里面的风扇,1
客厅的电视请关闭一下,1
帮我关闭游戏,0
我想停止卫生间热水器,1
现在关掉餐厅空调,1
麻烦关掉阳台里面的窗帘,1
卫生间的排风扇开启一下,1
把卫生间灯打开,1
我想关掉卫生间灯,1
现在请打开卧室风扇,1
小助手我想学习Python编程,0
麻烦关闭客厅里面的灯,1
小助手今天有什么新闻,0
请帮我开卫生间热水器,1
客厅的电视停止一下,1
把阳台灯关掉,1
厨房的灯关掉一下,1
帮我关掉书房的窗帘,1
请关闭客厅窗帘,1
把书房灯打开,1
我想关掉卧室风扇,1
关闭浏览器,0
